Datum;Uhrzeit;Bezeichnung;Intervall;TF35Z;TF35B;TF35aZ;TF35aB;TF36Z;TF36B;TF36aZ;TF36aB
21.04.2024;10:19;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:17;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:16;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:15;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:13;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:12;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:11;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:07;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:06;A114;1;0;0;0;0;1;0;0;0
21.04.2024;10:05;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:04;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:03;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:02;A114;1;0;0;0;0;0;0;0;0
21.04.2024;10:01;A114;1;0;0;0;0;0;0;0;0
